metin,kategori,label,intent,intent_label,oncelik,oncelik_label,stil,kaynak
vezencller yonu ray uzerinde demir parca var sefer aksiyo,yol_yapisal,5,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
Ray kırıldı acil müdahale.,yol_yapisal,5,fault_report,0,P1,0,cok_kisa,relabel:ollama
uzuncayir makas gobeginn civatalari kopmus tren sarsiliyo,yol_yapisal,5,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
Rayda aşınma mevcut.,yol_yapisal,5,fault_report,0,P3,2,cok_kisa,relabel:ollama
Kırıldı ray bağlantı cıvataları Ataköy hattında.,yol_yapisal,5,fault_report,0,P3,2,devrik,relabel:ollama
"Açık hat kısmında makasların üzeri tamamen kar ve buz tutmuş, makas donduğu için tren patinaj yapıyor yön değiştiremiyor.",yol_yapisal,5,fault_report,0,P2,1,,sentetik_ek_train
Rayda genleşme hatası.,yol_yapisal,5,fault_report,0,P3,2,cok_kisa,relabel:ollama
sirinevler peron 2 raylarin uzerine kedi dustu seferler yavaslatildi.,yol_yapisal,5,incident_report,1,P1,0,yazim_yanlisi,relabel:ollama
Deforme olmuş ray hattı Bağcılar girişinde.,yol_yapisal,5,fault_report,0,P3,2,devrik,relabel:ollama
"Balast taşları yola tamamen dağılmış, rayın altı boşalmış gibi görünüyor tren o bölgeden geçerken çok sallanıyor.",yol_yapisal,5,fault_report,0,P3,2,,sentetik_ek_train
"Hacıosman istasyonu 2. peron çıkışındaki ray bağlantı elemanlarında gevşeme tespit edildi, seferler tedbir amaçlı yavaşlatıldı.",yol_yapisal,5,fault_report,0,P2,1,standart,relabel:ollama
Sarsıyor treni raydaki aşınma Mecidiyeköy girişinde.,yol_yapisal,5,fault_report,0,P3,2,devrik,relabel:ollama
Travers aşınması tespit edildi.,yol_yapisal,5,fault_report,0,P3,2,cok_kisa,relabel:ollama
Balast rayı kapattı durdurun.,yol_yapisal,5,incident_report,1,P2,1,cok_kisa,relabel:ollama
Ray contası kopmuş Sanayi.,yol_yapisal,5,fault_report,0,P3,2,cok_kisa,relabel:ollama
Levent 2. peron ray hattinda yabanci cisim var tren gecemiyo acil.,yol_yapisal,5,fault_report,0,P2,1,yazim_yanlisi,relabel:ollama
"Sanayi Mahallesi tünel çıkışındaki ray bağlantı kelepçelerinde gevşeme ve aşınma tespit edildi, acil müdahale gerekiyor.",yol_yapisal,5,fault_report,0,P3,2,standart,relabel:ollama
kadikoy ray uzerinde plastik bidon var tren gecemiyo,yol_yapisal,5,incident_report,1,P2,1,yazim_yanlisi,relabel:ollama
"Hattaki makas sistemlerinin hepsi kilitlenip arızaya geçti, trenler tünel girişlerinde bekletiliyor seferler durdu.",yol_yapisal,5,fault_report,0,P2,1,,manuel_hedefli:p2_dolayli_cogulluk
sishane makas bolgesinde ray uzerine metal boru dusmus acil mudahale.,yol_yapisal,5,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
"Ray drenaj sistemi tıkandığı için su hattın üzerinde birikmeye başlamış, yakında raylar komple su altında kalacak.",yol_yapisal,5,fault_report,0,P3,2,,sentetik_ek_train
Saptandı aşırı aşınma ray başlarında Üsküdar çıkışında.,yol_yapisal,5,fault_report,0,P3,2,devrik,relabel:ollama
"İstasyona yaklaşırken tren çok fena kafa sallayıp savruldu, o bölgedeki rayda oturma veya zemin çökmesi meydana gelmiş olabilir.",yol_yapisal,5,fault_report,0,P2,1,,sentetik_ek_train
Var ray üzerinde metal parça Taksim makasında.,yol_yapisal,5,fault_report,0,P1,0,devrik,relabel:ollama
"Topkapı yönü tünel girişinde ray hattı üzerinde büyük bir metal parça bulunuyor, seferler durduruldu.",yol_yapisal,5,fault_report,0,P1,0,standart,relabel:ollama
bagcilar kuyruk tunelinde ray uzerinde demir parca var seferi durdurun.,yol_yapisal,5,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
Hastane-Adliye tünel ray arası betonarme çatlak,yol_yapisal,5,fault_report,0,P3,2,devrik,relabel:ollama
Gece vardiyasında yapılan kontrollerde Kartal makas bölgesinde ray üzerinde derin bir çatlak belirlenmiştir.,yol_yapisal,5,fault_report,0,P3,2,standart,relabel:ollama
Topkapı istasyon girişindeki ray hattında aşırı genleşme kaynaklı hafif yönsel sapma gözlemlenmiştir.,yol_yapisal,5,fault_report,0,P3,2,standart,relabel:ollama
esenler istasyonunda ray kilit kisminda deformasyon var.,yol_yapisal,5,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
Sallanıyor gevşek ray vidaları peron sonunda.,yol_yapisal,5,fault_report,0,P3,2,devrik,relabel:ollama
Ray kırıldı Şişhane.,yol_yapisal,5,fault_report,0,P2,1,cok_kisa,relabel:ollama
"Kadıköy istasyonu kuyruk tünelindeki makas motoru bağlantı kollarında mekanik sıkışma yaşanıyor, seferler gecikebilir.",yol_yapisal,5,fault_report,0,P2,1,standart,relabel:ollama
"Ray hattına şiddetli fırtınadan kocaman bir ağaç devrilmiş yolu kapatmış, engel kalkmadan seferler yapılamıyor.",yol_yapisal,5,fault_report,0,P1,0,,sentetik_ek_train
"Gayrettepe istasyonunda rayların üzerine büyük bir metal levha düştü, tren seferleri acilen durdurulmalıdır.",yol_yapisal,5,incident_report,1,P2,1,standart,relabel:ollama
Sarsıyor treni makas geçişi Esenler peron.,yol_yapisal,5,fault_report,0,P3,2,devrik,relabel:ollama
Vermiş raylar esneme sıcaklık artışından dolayı Topkapı'da.,yol_yapisal,5,fault_report,0,P3,2,devrik,relabel:ollama
Sıkıştı makas mekanizması Esenler makas bölgesinde.,yol_yapisal,5,fault_report,0,P2,1,devrik,relabel:ollama
Balastlar boşalmış Yenikapı makas çıkışı 1. peron.,yol_yapisal,5,fault_report,0,P3,2,devrik,relabel:ollama
Kadıköy istasyonu makas bölgesinde ray bağlantı elemanlarında gevşeme tespit edilmiş olup acil müdahale gerekmektedir.,yol_yapisal,5,fault_report,0,P3,2,standart,relabel:ollama
mecidiyekoy 2. peron hattinda rayda catlak var trenler cok yavasliyor.,yol_yapisal,5,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
Bulundu yabancı cisim ray üstünde Topkapı.,yol_yapisal,5,fault_report,0,P1,0,devrik,relabel:ollama
balast yorulmasi var uskudar makasinda hat cok esniyor acil bakim.,yol_yapisal,5,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
Engel var ray üstünde Kadıköy girişi.,yol_yapisal,5,fault_report,0,P1,0,devrik,relabel:ollama
Taksim makasinda ray kenetleri kirildi her geciste cok ses cikiyo.,yol_yapisal,5,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
"Esenler makas çıkışındaki travers sabitleme vidaları tamamen yerinden çıkmış durumda, sefer güvenliği risk altında.",yol_yapisal,5,fault_report,0,P1,0,standart,relabel:ollama
"Tren geçerken altımızdan korkunç bir metal kırılma sesi geldi, ray kırılması olabilir hat sarsılıyor sarsıntıdan düştük.",yol_yapisal,5,fault_report,0,P2,1,,sentetik_ek_train
ray catladi sanayi mahallesi girisinde treni acil durdurun,yol_yapisal,5,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
"Uzunçayır tünel girişinde rayların üzerine doğru balast kayması meydana geldi, yolcu güvenliği açısından tehlike arz ediyor.",yol_yapisal,5,fault_report,0,P1,0,standart,relabel:ollama
Travers çatlak Mecidiyeköy.,yol_yapisal,5,fault_report,0,P3,2,cok_kisa,relabel:ollama
balastlar rayin ustune dogru kaydi sefer guvenligi tehlikede,yol_yapisal,5,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
"Yeraltındaki hat bölgesinde ciddi bir balast kayması yaşanmış, rayın dengesi bozulmuş geçiş esnasında sarsıntı çok şiddetli.",yol_yapisal,5,fault_report,0,P3,2,,sentetik_ek_train
Çatlamış traversler servis sonunda tespit edilen Sanayi'de.,yol_yapisal,5,fault_report,0,P3,2,devrik,relabel:ollama
Devriye atmıyor personel üst kat,istasyon_guvenlik,6,complaint,3,P4,3,devrik,relabel:ollama
Devriye atmıyor personel Gayrettepe,istasyon_guvenlik,6,complaint,3,P4,3,devrik,relabel:ollama
Çağlayan istasyonu üst kat alanında şüpheli yanık kokusu tespit edilmiştir.,istasyon_guvenlik,6,incident_report,1,P1,0,standart,relabel:ollama
Mecidiyeköy istasyonu üst kat bölgesinde yoğun yanık kokusu tespit edilmiştir.,istasyon_guvenlik,6,incident_report,1,P1,0,standart,relabel:ollama
Gayrettepe 1. peron duman kokusu,istasyon_guvenlik,6,incident_report,1,P1,0,cok_kisa,relabel:ollama
Hatun Tepe peron duman kokusu,istasyon_guvenlik,6,incident_report,1,P1,0,cok_kisa,relabel:ollama
Kartal peron ucunda yanik kokusu geliyor acil,istasyon_guvenlik,6,incident_report,1,P1,0,yazim_yanlisi,relabel:ollama
Haliç peronda yanık kokusu geliyor acil bakin,istasyon_guvenlik,6,incident_report,1,P1,0,yazim_yanlisi,relabel:ollama
Guvenlik personeli yok peron kontrolu yok levent,istasyon_guvenlik,6,complaint,3,P3,2,yazim_yanlisi,relabel:ollama
Giriş holü devriye eksik,istasyon_guvenlik,6,complaint,3,P4,3,cok_kisa,relabel:ollama
Şişli istasyonu kuzey girişindeki güvenlik personelinin devriye sıklığı yoğun saatlerde artırılırsa caydırıcılık daha yüksek olur.,istasyon_guvenlik,6,suggestion,4,P4,3,standart,relabel:ollama
seyyar saticilar bilet holunu isgal etmis,istasyon_guvenlik,6,complaint,3,P4,3,yazim_yanlisi,relabel:ollama
beşiktaş üst katta duman algilandi kontrol edilsin,istasyon_guvenlik,6,incident_report,1,P1,0,yazim_yanlisi,relabel:ollama
Bakırköy gişe önü dilenci,istasyon_guvenlik,6,incident_report,1,P4,3,cok_kisa,relabel:ollama
Şirinevler merdivenlerinde dilenci var.,istasyon_guvenlik,6,incident_report,1,P4,3,cok_kisa,relabel:ollama
Söndürme tüpü önü kolili,istasyon_guvenlik,6,fault_report,0,P3,2,cok_kisa,relabel:ollama
kamera acısı sarki söyleyen adam yuzunden kapandi,istasyon_guvenlik,6,incident_report,1,P4,3,yazim_yanlisi,relabel:ollama
Yangın alarmı duman algıladı,istasyon_guvenlik,6,incident_report,1,P1,0,cok_kisa,relabel:ollama
Kirazlı istasyonunda seyyar satıcı girişini engellemek için turnike bölgesine ek güvenlik bariyerleri planlanması uygun olacaktır.,istasyon_guvenlik,6,suggestion,4,P4,3,standart,relabel:ollama
Yangın alarmı buton kapalı,istasyon_guvenlik,6,fault_report,0,P3,2,cok_kisa,relabel:ollama
Kamera açısı kaymış asansör,istasyon_guvenlik,6,fault_report,0,P4,3,devrik,relabel:ollama
sirinevler turnike yaninda dilenci var kimse bakmiyo,istasyon_guvenlik,6,complaint,3,P4,3,yazim_yanlisi,relabel:ollama
sisli perondaki yangin tupu yerinde yok calinmis veya kaldirilmis,istasyon_guvenlik,6,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
tünel agzinda yg tüpünün onune esya konulmus,istasyon_guvenlik,6,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
Yanık kokusu geliyor bilet holü,istasyon_guvenlik,6,incident_report,1,P1,0,devrik,relabel:ollama
Dilenci var turnike bölgesi Taksim,istasyon_guvenlik,6,incident_report,1,P2,1,devrik,relabel:ollama
Girişe x-ray cihazı takviyesi.,istasyon_guvenlik,6,suggestion,4,P4,3,cok_kisa,relabel:ollama
Eminönü istasyonu 2. peron bölgesinde yoğun bir yanık kokusu yayılmaktadır.,istasyon_guvenlik,6,incident_report,1,P1,0,standart,relabel:ollama
Duman çıkıyor tünel ağzındaki traverslerden acilen gelin.,istasyon_guvenlik,6,incident_report,1,P1,0,devrik,relabel:ollama
Alt kat acil çıkış yolu tıkalı,istasyon_guvenlik,6,fault_report,0,P1,0,cok_kisa,relabel:ollama
sisli giris kapisinda zorla para isteyen dilenci uzaklastirildi,istasyon_guvenlik,6,incident_report,1,P2,1,yazim_yanlisi,relabel:ollama
yenikapi transfer katinda devriye gezen guvenlik personeli hic yok,istasyon_guvenlik,6,complaint,3,P4,3,yazim_yanlisi,relabel:ollama
Uzunçayır tünel ağzı yanık kokusu,istasyon_guvenlik,6,incident_report,1,P1,0,cok_kisa,relabel:ollama
Peron kalabalık güvenlik uyardı Gayrettepe,istasyon_guvenlik,6,incident_report,1,P4,3,devrik,relabel:ollama
Yenikapı üst katlarda yanık kokusu yayılmış,istasyon_guvenlik,6,incident_report,1,P1,0,yazim_yanlisi,relabel:ollama
Yenikapı istasyonu 1. peron bölgesinde yoğun duman kokusu hissedilmektedir.,istasyon_guvenlik,6,incident_report,1,P1,0,standart,relabel:ollama
Ataköy istasyonu asansör önünde konumlandırılan yangın tüpünün önü malzemelerle kapatılmıştır.,istasyon_guvenlik,6,fault_report,0,P3,2,standart,relabel:ollama
Haliç istasyonu 1. peron bölgesindeki yangın dolabına erişim engellenmiş durumdadır.,istasyon_guvenlik,6,fault_report,0,P4,3,standart,relabel:ollama
Yangın söndürme tüpü basıncı düşmüş,istasyon_guvenlik,6,fault_report,0,P3,2,cok_kisa,relabel:ollama
Vezneciler istasyonunda personel yokluğunda kapı kontrolü sağlanamadı.,istasyon_guvenlik,6,complaint,3,P4,3,standart,relabel:ollama
Atakoy bilet holunde devriye gezen yok kimse gorunmuyo,istasyon_guvenlik,6,complaint,3,P4,3,yazim_yanlisi,relabel:ollama
Boş duruyor nöbet kulübesi,istasyon_guvenlik,6,complaint,3,P4,3,devrik,relabel:ollama
Peron yoğunluk kontrolü yapılıyor İTÜ,istasyon_guvenlik,6,incident_report,1,P4,3,devrik,relabel:ollama
Üsküdar istasyonu B3 katındaki yangın söndürme tüpünün basınç göstergesinin kırmızı bölgede olduğu görüldü.,istasyon_guvenlik,6,fault_report,0,P3,2,standart,relabel:ollama
Söğütlüçeşme istasyonu peron bölgesinde dilencilere karşı önlem alınması gerekmektedir.,istasyon_guvenlik,6,suggestion,4,P4,3,standart,relabel:ollama
sirinevler kuzey girisinde dilencilik yapan kadin bolgeden uzaklastirildi,istasyon_guvenlik,6,incident_report,1,P2,1,yazim_yanlisi,relabel:ollama
levent gise bolgesi turnikelerden surekli kacak gecis yapiliyo eleman lazim,istasyon_guvenlik,6,complaint,3,P4,3,yazim_yanlisi,relabel:ollama
Kadikoy peronda yanik kokusu var acil bakilsin,istasyon_guvenlik,6,incident_report,1,P1,0,yazim_yanlisi,relabel:ollama
bostanci alt gecit acil cikis kapisi arkasindan kilitli disari acilmiyo,istasyon_guvenlik,6,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
Yenikapı girişinde seyyar satıcı,istasyon_guvenlik,6,complaint,3,P4,3,cok_kisa,relabel:ollama
Şişhane peron yangın tüpü kayıp,istasyon_guvenlik,6,fault_report,0,P3,2,cok_kisa,relabel:ollama
topkapi gise bolgesinde kacak gecis yapanlar var guvenlik devriye atmiyo,istasyon_guvenlik,6,complaint,3,P4,3,yazim_yanlisi,relabel:ollama
Kartal istasyonu 2. peron bölgesinde yangın söndürme tüplerine erişilememektedir.,istasyon_guvenlik,6,fault_report,0,P4,3,standart,relabel:ollama
Personel yok güney çıkış,istasyon_guvenlik,6,complaint,3,P4,3,devrik,relabel:ollama
Kapatmışlar yangın tüpü önünü Yenikapı,istasyon_guvenlik,6,fault_report,0,P3,2,devrik,relabel:ollama
güvenlik personeli devriyesini eksik yapmis,istasyon_guvenlik,6,complaint,3,P4,3,yazim_yanlisi,relabel:ollama
Otogar alt kat kablo yandı,istasyon_guvenlik,6,incident_report,1,P1,0,cok_kisa,relabel:ollama
Yenikapı istasyonu 2. peron bölgesinde yoğun yanık kokusu tespit edilmiş olup kontrol gerekmektedir.,istasyon_guvenlik,6,incident_report,1,P1,0,standart,relabel:ollama
Yangın tüpü erişimi panoyla engelli,istasyon_guvenlik,6,fault_report,0,P4,3,cok_kisa,relabel:ollama
alt katta yangin tüpünün önü kapali erisilemiyor,istasyon_guvenlik,6,fault_report,0,P4,3,yazim_yanlisi,relabel:ollama
Satıcı var peron arası,istasyon_guvenlik,6,incident_report,1,P2,1,devrik,relabel:ollama
Gayrettepe istasyonu turnike alanında görevli personelin iletişim cihazı fiziksel olarak hasarlıdır.,istasyon_guvenlik,6,fault_report,0,P3,2,standart,relabel:ollama
uzuncayir girisinde traversler yaniyor dumanlar yukseliyo acil mudahale,istasyon_guvenlik,6,incident_report,1,P1,0,yazim_yanlisi,relabel:ollama
Gayrettepe istasyonu tünel çıkışındaki ray hattında yoğun duman ve yanık kokusu tespit edilmiştir.,istasyon_guvenlik,6,incident_report,1,P1,0,standart,relabel:ollama
Durmuyor güvenlik noktasında personel öğle saatlerinde Kadıköy'de.,istasyon_guvenlik,6,complaint,3,P3,2,devrik,relabel:ollama
Yangın tüplerine işaretleme levhası.,istasyon_guvenlik,6,suggestion,4,P4,3,cok_kisa,relabel:ollama
Hagia Sophia istasyonu turnike alanında seyyar satıcılar için müdahale gerekmektedir.,istasyon_guvenlik,6,fault_report,0,P4,3,standart,relabel:ollama
Kapatmışlar söndürücü önünü Kartal,istasyon_guvenlik,6,fault_report,0,P3,2,devrik,relabel:ollama
bagcilar istasyonu 2 peron acil cikis kapisi arkasina koli yigmislar,istasyon_guvenlik,6,fault_report,0,P1,0,yazim_yanlisi,relabel:ollama
Mecidiyeköy istasyonunda yolcu güvenliği için peron boşaltıldı.,istasyon_guvenlik,6,incident_report,1,P2,1,standart,relabel:ollama
Sanayi Mahallesi tünel duman var,istasyon_guvenlik,6,incident_report,1,P1,0,cok_kisa,relabel:ollama
ayrilik cesmesi gise kisminda turnikeden atlayanlara kimse mudahale etmiyo,istasyon_guvenlik,6,complaint,3,P4,3,yazim_yanlisi,relabel:ollama
dilenciler turnike önünde ısrar ediyor müdahale yok,istasyon_guvenlik,6,complaint,3,P4,3,yazim_yanlisi,relabel:ollama
"Bostancı girişindeki yangın tüplerinin tamamı kilitli dolaplarda sıkışmış durumda, acil bir olayda hiçbirine erişim sağlanamıyor.",istasyon_guvenlik,6,fault_report,0,P2,1,,manuel_hedefli:p2_dolayli_cogulluk
Levent bilet holü çanta kontrolü yapılmıyor,istasyon_guvenlik,6,complaint,3,P4,3,cok_kisa,relabel:ollama
Dilenci dolaşıyor turnike bölgesi,istasyon_guvenlik,6,incident_report,1,P2,1,devrik,relabel:ollama
mecidiyekoy tunel girisi rayda buyuk yangin var her yer duman.,istasyon_guvenlik,6,incident_report,1,P1,0,yazim_yanlisi,relabel:ollama
BSO-02 kamerası önü afişle kapatılmış.,istasyon_guvenlik,6,incident_report,1,P4,3,cok_kisa,relabel:ollama
Şişhane acil durum kapısı önü kapalı,istasyon_guvenlik,6,fault_report,0,P1,0,cok_kisa,relabel:ollama
Boş kalmış X-ray kontrol noktası yoğun saatte Üsküdar'da.,istasyon_guvenlik,6,complaint,3,P3,2,devrik,relabel:ollama
Devriye personeli bölgede yok,istasyon_guvenlik,6,complaint,3,P4,3,cok_kisa,relabel:ollama
yeniköprü peronlarda devriye gezilmiyor personel yok,istasyon_guvenlik,6,complaint,3,P4,3,yazim_yanlisi,relabel:ollama
Engellenmiş bakış açısı kamera,istasyon_guvenlik,6,fault_report,0,P4,3,devrik,relabel:ollama
kamera acısı yanındaki pano yuzunden daralmis,istasyon_guvenlik,6,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
Kapatmışlar kamera görüşünü,istasyon_guvenlik,6,fault_report,0,P3,2,devrik,relabel:ollama
uskudar peron gise katindaki kamera acisi panoyla kapatilmis gorunmuyo,istasyon_guvenlik,6,fault_report,0,P4,3,yazim_yanlisi,relabel:ollama
Engellenmiş kamera açısı asansör önü,istasyon_guvenlik,6,fault_report,0,P4,3,devrik,relabel:ollama
Kuzey Marmara hattı istasyonunda gece vardiyası devriye kontrolleri yapılmamıştır.,istasyon_guvenlik,6,complaint,3,P4,3,standart,relabel:ollama
Personel gelmiyor devriyeye,istasyon_guvenlik,6,complaint,3,P4,3,devrik,relabel:ollama
Topkapı peron güvenlik personeli eksik,istasyon_guvenlik,6,complaint,3,P4,3,cok_kisa,relabel:ollama
Müdahale lazım dilenciye Hacıosman,istasyon_guvenlik,6,incident_report,1,P2,1,devrik,relabel:ollama
Yenikapı istasyonu 1. peronda rutin devriye turlarının gerçekleştirilmediği saptanmıştır.,istasyon_guvenlik,6,complaint,3,P4,3,standart,relabel:ollama
4. Levent istasyonunda sabah vardiyası personel eksiliği yaşandı.,istasyon_guvenlik,6,complaint,3,P4,3,standart,relabel:ollama
Yangın dolabı kapağı açılmıyor sıkışmış.,istasyon_guvenlik,6,fault_report,0,P3,2,cok_kisa,relabel:ollama
Taksim güvenlik arama noktası boş,istasyon_guvenlik,6,complaint,3,P4,3,cok_kisa,relabel:ollama
Koku var yanık plastik,istasyon_guvenlik,6,incident_report,1,P1,0,devrik,relabel:ollama
Görüş kapalı kamera 3. peron,istasyon_guvenlik,6,fault_report,0,P4,3,devrik,relabel:ollama
Mecidiyeköy bilet holündeki hırsızlık olaylarını önlemek amacıyla bu bölgeye ek aydınlatma ve bariyer sistemi kurulmalıdır.,istasyon_guvenlik,6,suggestion,4,P4,3,standart,relabel:ollama
Şişli peronunda kalabalık riski sebebiyle girişler geçici olarak kapatıldı.,istasyon_guvenlik,6,incident_report,1,P2,1,standart,relabel:ollama
güvenlik personeli yerinde yok gişeler bos kalmis,istasyon_guvenlik,6,complaint,3,P4,3,yazim_yanlisi,relabel:ollama
kamera gorüsü tabela yuzunden kisitlanmis,istasyon_guvenlik,6,fault_report,0,P4,3,yazim_yanlisi,relabel:ollama
Levent istasyonu turnike bölgesinde seyyar satıcılara müdahale edilmesi için destek talep edilmektedir.,istasyon_guvenlik,6,incident_report,1,P2,1,standart,relabel:ollama
Tavşantepe istasyonunda personel müdahalesi ile kalabalık dağıtıldı.,istasyon_guvenlik,6,incident_report,1,P2,1,standart,relabel:ollama
Alev aldı traversler Sanayi Mahallesi girişinde.,istasyon_guvenlik,6,incident_report,1,P1,0,devrik,relabel:ollama
Kamera açısı tabela tarafından kapalı,istasyon_guvenlik,6,fault_report,0,P4,3,cok_kisa,relabel:ollama
Yangın hortumu önü malzeme dolu,istasyon_guvenlik,6,fault_report,0,P4,3,cok_kisa,relabel:ollama
Karaköy istasyonu üst kat kamera açısı reklam giydirmeleri nedeniyle kısıtlanmıştır.,istasyon_guvenlik,6,fault_report,0,P4,3,standart,relabel:ollama
Halkalı peron seyyar satıcı,istasyon_guvenlik,6,incident_report,1,P4,3,cok_kisa,relabel:ollama
Bakırköy istasyonu tünel ağzı bölgesinde gece vardiyası devriye raporları eksiktir.,istasyon_guvenlik,6,complaint,3,P4,3,standart,relabel:ollama
Konsun yangın tüplerine koruyucu kafes.,istasyon_guvenlik,6,suggestion,4,P4,3,devrik,relabel:ollama
Levent istasyonu turnike girişlerinde dilencilere karşı etkin önlem alınmalıdır.,istasyon_guvenlik,6,suggestion,4,P4,3,standart,relabel:ollama
Güvenlik personeli devriyede yok,istasyon_guvenlik,6,complaint,3,P4,3,cok_kisa,relabel:ollama
Duman çıkıyor traverslerden Sanayi Mahallesi makas girişi.,istasyon_guvenlik,6,incident_report,1,P1,0,devrik,relabel:ollama
Servis başlangıcında turnike alanındaki kameranın görüş açısının reklam panosu tarafından kapandığı görülmüştür.,istasyon_guvenlik,6,fault_report,0,P4,3,standart,relabel:ollama
Gayrettepe istasyonu gece vardiyasında peron içi devriye kayıtları girilmemiştir.,istasyon_guvenlik,6,complaint,3,P4,3,standart,relabel:ollama
Üsküdar istasyonu güney çıkışındaki kavgaların engellenmesi için bu noktada sabit bir polis noktası oluşturulması önerilir.,istasyon_guvenlik,6,suggestion,4,P4,3,standart,relabel:ollama
Basıncı sıfırlanmış yangın söndürme tüpünün A2 peronda.,istasyon_guvenlik,6,fault_report,0,P3,2,devrik,relabel:ollama
Taksim'e ek güvenlik devriyesi.,istasyon_guvenlik,6,suggestion,4,P4,3,cok_kisa,relabel:ollama
Beşiktaş istasyonu turnike alanında seyyar satıcılar tarafından yolcu geçişi zorlaştırılmaktadır.,istasyon_guvenlik,6,incident_report,1,P2,1,standart,relabel:ollama
Yangın dolabı kapağı kilitli,istasyon_guvenlik,6,fault_report,0,P3,2,cok_kisa,relabel:ollama
Söndürücü önü dolu kutular,istasyon_guvenlik,6,fault_report,0,P3,2,devrik,relabel:ollama
Yok güvenlik personeli X-ray cihazı başında Hacıosman'da.,istasyon_guvenlik,6,complaint,3,P4,3,devrik,relabel:ollama
Görülmedi devriye gezen güvenlik görevlisi az önce.,istasyon_guvenlik,6,complaint,3,P4,3,devrik,relabel:ollama
Koridor geçişte yoğunluk riskli Mecidiyeköy,istasyon_guvenlik,6,incident_report,1,P4,3,devrik,relabel:ollama
Üsküdar istasyonu çıkış kapısında seyyar satıcıların yolcu geçişini engellediği tespit edilmiştir.,istasyon_guvenlik,6,fault_report,0,P2,1,standart,relabel:ollama
Şişli alt kat seyyar satıcı,istasyon_guvenlik,6,incident_report,1,P4,3,cok_kisa,relabel:ollama
Hacıosman istasyonu girişindeki yangın tüpü dolabının kapakları kilitli kalmıştır.,istasyon_guvenlik,6,fault_report,0,P4,3,standart,relabel:ollama
yangın tüpü yere dusmus hasarli gorunuyo,istasyon_guvenlik,6,fault_report,0,P4,3,yazim_yanlisi,relabel:ollama
Mecidiyeköy istasyonunda peron kalabalığı güvenlik riski oluşturdu.,istasyon_guvenlik,6,incident_report,1,P2,1,standart,relabel:ollama
personel devriye saatlerine uymuyo gece vardiyasinda,istasyon_guvenlik,6,complaint,3,P4,3,yazim_yanlisi,relabel:ollama
Travers alev aldı söndürülüyor.,istasyon_guvenlik,6,incident_report,1,P1,0,cok_kisa,relabel:ollama
kamera gorüs acisi afis yuzunden kapandi bilet holünde,istasyon_guvenlik,6,fault_report,0,P3,2,yazim_yanlisi,relabel:ollama
YanıkLASTİK kokusu fren alanı peron başı,istasyon_guvenlik,6,incident_report,1,P1,0,devrik,relabel:ollama
Yangın alarmı çaldı üst kat,istasyon_guvenlik,6,incident_report,1,P1,0,devrik,relabel:ollama
Tıkalı yangın tüpünün önü kolilerle Ataköy'de.,istasyon_guvenlik,6,fault_report,0,P3,2,devrik,relabel:ollama
yangin dolaplari onune engel konulmasi yolcularin yaslanmasini onler.,istasyon_guvenlik,6,suggestion,4,P4,3,yazim_yanlisi,relabel:ollama
levent turnikelerde guvenlik personeli yok millet bilet basmadan geciyo,istasyon_guvenlik,6,complaint,3,P4,3,yazim_yanlisi,relabel:ollama
Taksim istasyonu giriş alanında dilenci faaliyetlerine müdahale edilmesi gerekmektedir.,istasyon_guvenlik,6,incident_report,1,P2,1,standart,relabel:ollama
Yangın tüpü önü kapalı,istasyon_guvenlik,6,fault_report,0,P4,3,cok_kisa,relabel:ollama
Şişli gişe onunde dilenciler toplandi müdahale edilmiyor,istasyon_guvenlik,6,complaint,3,P4,3,yazim_yanlisi,relabel:ollama
Yok personel devriye Kartal,istasyon_guvenlik,6,complaint,3,P4,3,devrik,relabel:ollama
bagcilar gise onune seyyar satici girmemesi icin ek bariyer lazim.,istasyon_guvenlik,6,suggestion,4,P4,3,yazim_yanlisi,relabel:ollama
Gayrettepe turnikelerde seyyar satici var müdahale edilmedi,istasyon_guvenlik,6,fault_report,0,P4,3,yazim_yanlisi,relabel:ollama
güvenlik personeli uyuyakalmıs peron ortasında,istasyon_guvenlik,6,complaint,3,P4,3,yazim_yanlisi,relabel:ollama
Kirazlı X-ray başında personel yok.,istasyon_guvenlik,6,complaint,3,P4,3,cok_kisa,relabel:ollama
Şişhane personel kapısı açık kalmış,istasyon_guvenlik,6,fault_report,0,P4,3,cok_kisa,relabel:ollama
Makas sıkıştı duman var.,istasyon_guvenlik,6,incident_report,1,P1,0,cok_kisa,relabel:ollama
